rating,key_theme_1,key_theme_2,key_theme_3,key_theme_4,key_theme_5,text,NPS
4.8,caring ,  extra credit ,  hilarious ,NA,NA,Great professor,Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,"A good prof but a bit of a hypocrite, not sure why he is at Nyack...",Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,"A very good professor, but his life is a lie...",Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,MR. Muckell rocks at being a Yank and at all other faacets of life. Anyone who can raise 17 children at once is ok in my book,Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,The Best Professor I have had by far. He will definitely help you and give you a chance to do well. He is available for help and more than willing to meet half way. One of the best accounting professors including on a prestigious university level!,Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,Muckell is the absolute best. Nyack should be lucky to have him. He is honestly the only reason i ever even stayed at Nyack. The school has so many problems and is so messed up it needs more people like Muckell.,Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,one of the best professors in business. also a real accountant. and makes it impossible to fail.,Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,Amazing professor! He's so down to Earth and he will stop at nothing to help you learn.,Promoters
4.8,caring ,  extra credit ,  hilarious ,NA,NA,No Comments,Promoters
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"make sure to do the story ideas. Do your beats as well. Buy the required book, most of the coursework is AP style. He cancels class to give students more time to work on the assignments.",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"If you don't like Fred or any of his classes then there is clearly something wrong with you. This is the second time I've had him for a class and I have no complaints. Just do the work and you will get an easy A. Make sure you talk to him amount your assignments, ask him about anything so he will know you truly care, and be part of the East Texan.",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,Very easy class. Makes it very interesting. Only 2 assignments. No book. 5 quizzes I think but are super easy. Don't really even have to come to pass.,Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,Overall this class is pretty easy. His syllabus has most of the words that will be on the quiz and final is optional. He assigns two papers at most throughout the whole semester. Don't even try to email him- he won't reply. One thing I didn't like was that you don't know what your grade is until the last few weeks (no e-college),Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,Fred Stewart is one of best professors I've ever had! His class lectures are always interesting and keeps your attention. Class has 2 easy writing assignments and 4 tests that are easy because they cover vocabulary. Definitely an easy A if you put in a little effort. Don't have to take the final if your grade is high enough. Would take him again!,Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"The class was worth attending, so many cool examples that won't be found anywhere else. No textbook, no problem. Two writing assignments are straightforward four quizzes are easy if you take notes and study vocab. Do well and you can accept your grade without worrying about a final exam.",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"Very nice professor who is always clear on his material. Study the syllabus and take good notes and you'll pass the tests, but there's only 4. Can be an easy A if you put some effort in. Can be an easy F if you never show up or study for the tests.",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,This class is no doubt an easy A. You pay attention and do good on the tests your good.,Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,Cool class - Very Interesting. Take notes on all of the * items in lecture and study the syllabus handout and you WILL make an A. He is a great professor - you will really like this class. Did I mention - NO BOOK!!!!! YEAH- Save some money,Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"great teacher, laid back, helpful and really funny. hes a no bs kinda teacher and will give you extra time if you need it.",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"Fred is the best! I have to disagree with whoever said he doesn't give stuff back, because I have gotten everything back very quickly in both of the classes I have him for! He is very laid back and is always willing to help if you ask! Easy A's for sure!",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,you never get anything back from Fred so you have no clue if you are doing good or not and he cancels calss more and more as the semester goes on,Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"If you come to class, take notes on the '*' items, and spend maybe 15 minutes looking over your notes and study guide before the test you WILL make a A. This class is a must take uni. studies course and a great GPA booster :)",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"Going to this class is a joke - just stay at home and write articles all the time. Also - you have to write more than what is just on the syllabus b/c that alone won't get you an A. Stewart is a great guy, but you won't learn anything about reporting in the class you just have to write on your own",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"Fred is the man. take the notes ever thing that he covers on the screen in * will be on his test. His the best guy that teaches listen and you can get that ""A"" due those assignments its only 3 you have a month on each. WELL RECOMMEDED.",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"If you go to class and do the EASY assignments, this is an EASY A. Not a hard class. Tests are easy. Strongly recommend!",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"Too easy for my liking - I suppose this is why our Journalism department is so laughable. But whom am I to complain - it is free credits. If you are looking for pure and instant blowoff, congrats! You have it.",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,is this even a college class? i could have made an 'A' when i was 10...very easy class...a must to take!,Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"Take Jour 114 for one of your University Studies courses! It is a fun, easy class, and Mr. Stewart is awesome!",Passives
4.4,clear grading criteria ,  caring ,  gives good feedback ,  amazing lectures ,  skip class? you won't pass. ,"Mr. Stewart is so awesome! He's one of the best professors I've ever taken. He cares, he helps, and he's very interested in his students well-being. He's also fun on TIPA trips!!",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,Prof. Murray is very knowledgable and her lectures are really interesting. Heavier on readings but as long as you read them before the tests you'll be fine. Very fair grading.,Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"Knowledgeable professor. The material lends itself to dryness, because much of it is a repeat of material studied in several other MCC classes. Not a demanding course if you stay on top of the materials and screenings. I enjoyed the class, her structuring of the class and her dry wit.",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"I took Television History and Form with Professor Murray this semester. She is a good professor, very clear. A bit boring at times but overall a good class. Grading is done in a very straight forward manner, and if you go to class and do most of the readings/screenings you will get a good grade.",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"She is a very fair grader and all assignments are fair. She is also very nice and helpful. It was her first time teaching Amateur Media, she knew a lot but often her knowledge was around photography, the class was kind of boring and the articles and lectures were often common sense or dull. The class was more history based then I thought.",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,One of the best classes/profs I've had at NYU.,Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"i thought this would be an fun class, but she's quite a hard ass. TONS of reading. i thought the focus would be more on the cultural impact but it's all technical and about rules and regulations of TV. i kind of hate this class.",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"Great teacher. It's a fun subject and she is organized and clear about what she requires. The midterm and final are extremely straightforward (just do the readings at some point). The research paper is work, but the fact the subject matter is interesting, so it goes by fast. I would definitely recommend this professor and class!",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"She's very nice and she knows what she's talking about. Make sure to take good notes!! Bc the tests rele come from paying attention to what she says in class. A lot of rdgs, pretty lecture based, but with very fun, enjoyable TV clips. She's cool!",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"Awesome. Very knowledgeable, has a clear plan of where she wants to go with the class. Concentrates a lot on radio in the beginning, so expect a lot of historical readings. Very good about answering questions and clarifying when you are confused. Highly recommended.",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,*,Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,"Very interesting professor. Very nice, helpful, willing to work with you. Available to students. Not a difficult professor - fair. Normal work load.",Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,really really easy. she's nice,Passives
4,clear grading criteria ,  lecture heavy ,NA,NA,NA,No Comments,Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"Doesnt understand students nowadays, he expects too much. He gave us our first exam the end of October and expected us to do well on 7 chapters of studying.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,Tough but fair and willing to help but you gotta ask.,Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,Dr. Wiseman is an awesome professor. He expects students to work for their marks (which is the way it should be!) He uses great examples and has a great sense of humor. I would definitely take more courses with him. He is passionate about the topic and makes it easy to attend class. Overall I would rate him an A+ Professor.,Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"1st year classes are easy, upper year classes require a lot more investment in time. A great guy and prof. I went through some tough times and he helped me out more than most. He knows his stuff cold.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,marks easy in first year courses but in second and third year such as cart and geomorph he expects a great deal more although if you go to class and study high marks are quite possible,Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"Wiseman seems to really know what he's talking about. He's always willing to help, even if he seems a bit aloof. Only complaint is that he has a tendency to assume his students know the materials as well as he does. Good attendance is reccommended - but his tests are never very difficult.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"He is a good prof who tries to ensure he is making each point with clear. He is hard to approach however, as he always seems busy. Make sure you have questions prepared prior to speaking to him, or he'll treat you like your stupid!",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"Dr. Wiseman is very strict and has no patience for students that have families. He does not make try and meet the needs of a student that is going through a hard time. And also as well, he does not narrow down what to study before an exam.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"Super class. Nice guy, helpful, easy to understand.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,expectations are too high but he marks easy and is fair,Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"He has high expectations for his students but this only helps you to learn how to do it the right way. Once you get through his first years class, his other classes are a breeze, he just likes to weed out the dumb people",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"He's a really cool prof. He's young and has kids, so he knows what it's like to have a life outside of classes. The textbook is useful, but most of the testing materials come from the lectures. He also tells you what is going to be on each test, which are not cumulative.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"Every moment spent in his classes was like staring directly into the face of god, and having him stare back and say ""You are my most wonderous creation"".",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"STOP TALKING WHILE I""M WRITING... I HAVE NO IDEA WHAT YOU JUST SAID BECAUSE I AM TRYING TO FIGURE OUT WHAT YOU ARE SAYING FROM THE PROJECTOR... Great teacher I must say but geez man you'd better have a good outline for what you are SPECIFICALLY looking for on the exam... Unless you give us a day to write it...I'll name my next pet fish after you.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"Smart man, only if he knew this is not a 4th year course. I give him an A on what he knows and a Z for thinking that we'll know as much as he does at the end of the course. Your Laptop is garbage. I sit there wishing he would just ease on his marking right vs wrong (people get nervous too man. You're not that cool.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"Chauvinistic, favoritism can be a problem. A good guy once he gets to know you.",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,"There is no help here when needed, he's cocky and you are never right....",Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,Easy to understand but....could anyone be more cocky?,Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,get past the rough exterior and a great prof shines through,Passives
3.7,clear grading criteria ,  gives good feedback ,NA,NA,NA,Knows his stuff and will prove it.,Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Julia is a very smart professor who knows what she's talking about. However, she doesn't know how to explain concepts properly especially for harder accounting classes (AFA). She goes really quickly through the course materials which leads you to major confusion and she doesn't really show you how to write good cases, but expects you to be good",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Awesome professor! Lots to learn, but make sure you attend class. Exams are pretty tough but definitely fair, would highly recommend.",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Basically the boss in accounting department. might intimidate you at first, then you realized she just doesn't have time for non-sense and casual talking. her slides are informative but notes are strongly recommended because I found it a bit difficult to figure it out if I missed the class. GOOD LUCK!",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Hands down one of the best professors I've ever had. Very clear and concise, extremely helpful, and passionate about what she teaches. Do not hesitate to take her",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,Wish I could take her for all accounting courses!,Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,Excellent teacher... Common midterm for all sections and all her sections had the highest average. Her slides are super clear and so is her method of teacher. Would def take for Intro to Accounting,Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Although she clearly cares a tonne for her students, the teaching method can be a bit confusing. If you want to learn, shexe2x80x99ll help you. Learn the midterm material perfectly because you wonxe2x80x99t have time to finish the exam (3 hr exam in 2 hrs). I actually would recommend her as she is reasonable, caring and available for meeting",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,Really awesome and nice professor... she is so organized and prepared and she really cares about her students but watch out for the midterm!,Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Most consistent, organized, helpful and clear teacher I've had this semester. Would definitely recommend.",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Prof. Scott is supposedly one of the most qualified accounting professors. However, her ability to explain things, such as pension plans, is limited, and her slides are not very clear and useful for exam review. Be sure to master fundamental accounting materials before taking her class.",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Professor Scott really knows her stuff. Her exams and assignments are challenging but fair. One of the better accounting profs. There's a class quiz, two case studies, midterm and final. Make sure you know how to write a proper case as it makes up for half of your mark on the exams. Recommend her but you'll have to do work to keep up.",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"Great great professor. She seems cold at first, but she is a very to the point, no crap woman...she is very helpful when you ask questions and is grateful to those who come to class and participate. the class is not easy but shes great",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,Quite interesting thought process. Exam are often tricky.,Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,Very knowledgeable! good pace!,Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"She is awful, you will not understand anything from her lectures. You will only sleep.",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"best teacher ive had all my time @ mcgill. i have taken her for intro and intermediate 1, and now take her for intermediate 2. she know's her stuff VERY well, EXTREMELY helpful and knowledgeable in subject matter. HIGHLY recommended! do your stuff and practice exercises and there's no reason for you to do poorly! AMAZING TEACHER!!!",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"For Intermediate Fin 1... Shes solid, knows her stuff, goes at a good pace and exams are fair. She preps you well for the exams.",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"A bit boring, but the exams are very representative of what we see in class...",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,"I had her for MGCR211 and MGCR351, and i'm taking her for MGCR352. Everything she says in class is clear and she gives real examples related from her work experience. It is true that the exams were hard but it was hard for everyone, even ppl who did not take her so it's just the way the profs make the exams and not Scott's way to teach.",Passives
3.9,clear grading criteria ,  amazing lectures ,  respected ,  skip class? you won't pass. ,  tough grader ,So I heard amazing things about this prof before taking the class but she was actually not that great. I find that she was sometimes all over the place and not very organized. Also not very approachable. The exams were not representative of the material learned in class and they were brutal especially the final. Still managed to get a good grade...,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"If you want an A - take this class! He is extremely knowledgeable in his field, but not real computer saavy. Copy the questionsanswers to all PowerPoints down as you will need those for the online tests for each chapter. Classmates are loud and rude to him and take advantage of his kind nature. No final-just show up to get your final grade.",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"he is really easy if u want to really understand and know things from his class i advice you to take another person. he is an easy A all you have to do is come take attendance and leave if u want,but he just makes you work on the test questions. witch are on line. if u need a humanities class take him he is easy.",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"Jerry is a very thoughtful person and truly understanding. I have completed my music composition classes through him and he has helped me immensely. Often, he will leave the classroom and not return for some time. I have had to deal with loud and obnoxious rude classmates because of this but overall, I would recommend any of his classes.",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,Took online class. Very easy. Some of the answers are wrong on the tests and after showing him where it said otherwise in the book he quickly changed the grade. He will reopen tests if you want a better grade. Never met but I would recommend.,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"Very easy class...if taken in the classroom. The online class has to do much more work than the on-campus class, and from what I've seen, Mr. Jones is not very computer savvy. SO, if you want an easy A for Humanities, take his class, but NOT online. Tests are open book! And if you are genuinely interested in Humanities, Mr. Jones has a lot to say.",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"If you take his class online, you must understand that he will take forever to e-mail you back. You have to get the book for the assignments.The work is easy and you don't have to read the book, just skim for the answer. (Or if you can look them up). He didn't really instruct us well. I wouldn't recommend.",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,If you take this teacher online he is useless. Don't know how to work ecampus will receive incorrect grades and when you email him about it good luck getting a response,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"Jerry Jones is a useless teacher, his students have no idea what they are missing as far as higher music theory education goes. I feel sorry for students who take their first two years of college theory from him, because they are going to be in for a rough ride when they transfer . Mr. J is ""nice"" but definitely not suited to teach college.",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,He is extremely helpful! He was more than willing to do all he could to ensure that I understood the content! Professor Jones is a wonderful teacher.,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,mr jones is awesome he is all of the music student's hero he is helpful and real laid back. anyone could get along with him. he is the koolest :),Passives
3.6,clear grading criteria ,NA,NA,NA,NA,the class is very easy he gives you the answers to the tests on a study guide.,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,Class is structured to get an A. However some folks are lazy and expect to earn an A from your effort. The tests are taken at the students convience in testing center. Most classmates will wait until you take the test and try to borrow your graded scantron and cheat off your efforts. Part of grade is attendance,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,That is a easy class,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,Quite enjoyable. Just wish he'd use a little more explanatory textbooks.,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,thoroughly enjoyed him as a teacher and as a person...very helpful.,Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"I think Mr. Jones is a great teacher, and he was very willing to work around my schedule and help me whenever i had questions :)",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,"class work is individualized, goes out of his way to help students that ask",Passives
3.6,clear grading criteria ,NA,NA,NA,NA,No Comments,Passives
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"I took PSYCH 337 Comm. & Society w/ Prof. Milburn (online). The material he provides is very interesting and I really enjoyed the class. He is extremely responsive if you ask him anything which is great. The class is very straight-forward and what is expected of you is laid out clearly. The work load is fair, & if you do the work you will do well.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"This class was online and it wasn't too bad. My only complaint is the final exam, it is ridiculous and unlike other papers I have had to write before, did not enjoy that at all.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"He was very accessible, always gave feedback and answered very fast. I took this course online so I'm not sure how entertaining he is, but I did not have a problem with this course even though it was my first online course. You have to submit online discussions every single week, grading for all assignments is clear.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"Easy A, the difficult part is willing yourself to go to class. Interesting topics but he makes it boring. The papers are challenging as it is impossible to write a perfect paper in 2 pages double spaced while cramming in 8+ studies. They need to be longer, which I cant believe I would want. I would not take him again as I found it hard not to skip.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"He knows the material, but presents is in a dry manner. The book is interesting, but not necessary to get. Most readings are online. Attendance is taken, and could help boost grade. Papers are worth small percentages, tests worth more. Do the online practice tests (read correct answers) and you'll do well. TA is helpful.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,I find this class to be a breeze. If you actually do the things he tells you to its an easy A or B. The multiple choice questions are literally word for word from practice tests and his papers are very short and clear cut. You follow the criteria and you get 100 like I managed to do. The lectures aren't very interesting though.,Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"Professor Milburn's lectures can at times be dry (due to his sometimes monotone voice), but if you are interested in psychology, there is no way to make this subject boring. His exams are easy, IF you do the online quizzes, which have all the answers in them. Most of the class got C's, but that' due to poor work ethic, he provides the way to an A!",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"This professor needs to retire now! I took his PSYCH 330 class and it was horrible! Boring lectures, confusing material, and not helpful! The tests are really hard! He gives you the Q&A ahead of time but expects you to memorize 250 multiple choice questions and only chooses 50 of them for the actual test! DONT TAKE !",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"WORST PROFESSOR EVER, hes def. on my worst professor list. This guy has so checked out of teaching its not even funny, hes close to retirement and it shows. He didnt even correct our papers he had his grad student do it so in reality we werent even writing for him because the grad student wasnt even correcting by his guidelines! He's so boring.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,I took Social Psych from him. Professor Milburn is one of the best professors that UMB has. I wish that I'd have been able to take more of his classes and/or work with him more closely. Take a class of his efore he retires!,Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"One of my favorite UMB professors. I wished he taught every psych course. He has one book that he uses which is his own book, and all of his other readings are online. You are required to attend classes, do the readings and do the mandatory posts for the readings every week, aside from that you do 1 paper, a midterm and a final.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"He just doesn't know how to teach to a room of 100 kids. He relies completely on unclear, vague PowerPoints, and his lectures are totally centered around describing studies. It's very boring and misleadingly difficult. Also, the tests are built around memorization. This class discouraged me from pursuing a topic that I had been very interested in.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,Good prof although when he talks about all the studies it can be a real snooze. The papers are short and easy. His exams r easy too if you take the practice exams.,Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"He is an amazing teacher. There was no group work this semester, unlike some of the other comments indicated. There were 3 tests, all multiple choice and short answer. The questions were given to us prior to the tests, it made studying for the tests a piece of cake. I liked the class, He was able to keep a classroom of 90 under control vry well",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"He tries hard to explain study after study, but never quite puts everything into context. He is enthusiastic about Social Psychology on a personal level and that really shines through, but he is not a natural born teacher and that hurts his ability to pass on his enthusiasm effectively to the class. Always available for office hours. Very nice guy!",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,All powerpoints and lecturing. If you keep up with the reading it's not to bad. Has a few movies to watch through the semester. Tests kind of suck,Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,He is a very good professor. All you need to do is do the assignments and make sure you turn it in on time. The exams were multiple choice and short essay. The essay questions are usually given out a week before the actual test. I think if you do all the work you should be fine. Excellent professor and very helpful.,Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"He does expect you to work. If social psych is your thing he is your proff. Not for the feint of heart, know that if your a loafer you will be spoted. Take other psych classes if you want to coast. But if your intending to go into this feild he goes the extra mile for you.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,"I have had several courses with this professor and I think he is excellent. He is very demanding, has a lot of reading, but the tests are open book, so if you are paying attention in class and do your work, you will do very well. I like his lecturing style. He uses groups in his classes, but you can do the papers on your own if you want.",Detractors
3.2,clear grading criteria ,  extra credit ,  tough grader ,  lecture heavy ,  graded by few things ,Mixed feelings on this professor. The work load was extremely difficult. I hated the group component of the course - it would have been very useful if our grade didn't depend on it. He's fair in his grading (aside from the group grade) and the subject matter is interesting. The lectures were a bit dry and he expects a great deal workwise.,Detractors
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,"She's a very nice person. She keeps you awake and helps you understand the content and she's pretty funny as well. Just do well on the exams, turn in all assignments and participate and you're golden.",Promoters
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,Absolute sweetheart. Hard class but she is a SUPER easy grader. She is super caring and has a heart of gold. The BEST Spanish teacher I had in my three semesters of Spanish classes. I wish I would have known of her from the beginning. She is great. You wont be disappointed.,Promoters
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,"Yasmin is an ANGEL, hands down the best professor at Penn State. She's a delightful professor and really cares for her students. I went into this class terrified because i knew no Spanish whats so ever, she really helps you get through the class. She's helpful and humorous, her class isn't really boring at all. She's over all an outstanding person.",Promoters
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,"I thought Yasmin was a great prof. The first day she specifically tells you the class will be boring, but it wasn't. She makes it interesting and has a good sense of humor. There were 5 exams total with no final and some compositions but they were all pretty easy and straightforward. If you go to class and pay attention you should get an A.",Promoters
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,"She was a very nice person, but not a good teacher. Do all the homeworks, study for the written exams, go into the oral exams with a conversation in mind and just manhandle it so she doesn't ask you vocab. Annoying to attend because SOO boring.",Promoters
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,"Took the night class with Prof Yasmin. Really HATED Spanish and struggled with it, but had to take Spanish 3 to fulfill requirements. Take the night class with Yasmin. She's absolutely great. Free points for going to class. Grades compositions easy. Awesome.",Promoters
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,Go to class! Great Teacher.,Promoters
4.5,clear grading criteria ,  caring ,  lots of homework ,  skip class? you won't pass. ,  hilarious ,"Yasmin rocks! Helpful, intelligent, understanding, and truly cares about your performance and you as a person.",Promoters
